0,1,2,3,4,5,6
"Gambardelli Giuseppe, Plattenleger",Verlegen von Fliesen und Platten,NA,NA,NA,"Sportplatzstrasse 27
3952 Susten",https://www.google.com/maps/place/Sportplatzstrasse%2027+3952+Susten
Roclasa GmbH,Sonstige mit Versicherungsdienstleistungen und Pensionskassen verbundene Tätigkeiten a. n. g.,NA,tel:062 772 40 72,fax:062 772 40 73,"Unt.Lenzstrasse 27
5734 Reinach AG",https://www.google.com/maps/place/Unt.Lenzstrasse%2027+5734+Reinach%20AG
profiLine ITSolutions Chr. Rutz,Ausschreibungen,http://www.profiline-it.ch/,tel:032 588 01 88,fax:032 588 01 86,"Mülistrasse 3
8143 Stallikon",https://www.google.com/maps/place/M%C3%BClistrasse%203+8143+Stallikon
Schürch Tobaccos GmbH,Grosshandel mit Tabakwaren,NA,tel:032 392 66 24,NA,"Stadtplatz 12
3270 Aarberg",https://www.google.com/maps/place/Stadtplatz%2012+3270+Aarberg
Banholzer AG,"Grosshandel mit keramischen Erzeugnissen, Glaswaren und Reinigungsmitteln",http://www.banholzer.ch/,tel:032 681 33 60,NA,"Gewerbestrasse 2
4543 Deitingen",https://www.google.com/maps/place/Gewerbestrasse%202+4543+Deitingen
Stelz-Garage Daniel Zahner,lnstandhaltung und Reparatur von Automobilen,http://www.stelz-garage.ch/,tel:071 923 10 59,fax:071 923 10 78,"Wilerstrasse 207
9500 Wil SG",https://www.google.com/maps/place/Wilerstrasse%20207+9500+Wil%20SG
Auto-Zentrum West AG,lnstandhaltung und Reparatur von Automobilen,http://www.az-west.ch/,tel:071 311 66 66,fax:071 313 55 00,"Piccardstrasse 1
9015 St. Gallen",https://www.google.com/maps/place/Piccardstrasse%201+9015+St.%20Gallen
Scheuber AG,Detailhandel mit Möbeln,http://www.scheuberag.ch/,tel:041 624 90 00,fax:041 624 90 01,"Buochserstrasse 5
6373 Ennetbürgen",https://www.google.com/maps/place/Buochserstrasse%205+6373+Ennetb%C3%BCrgen
Carrosserie Nänni AG,lnstandhaltung und Reparatur von Automobilen,http://www.naennicar.ch/,tel:071 845 22 44,fax:071 845 22 71,"Hauptstrasse 104
9422 Staad SG",https://www.google.com/maps/place/Hauptstrasse%20104+9422+Staad%20SG
Dörflibar,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.kreuz-allmendingen.ch/,tel:033 336 22 70,fax:033 336 22 32,"Allmendingenstrasse 6
3608 Thun",https://www.google.com/maps/place/Allmendingenstrasse%206+3608+Thun
it's time DM gmbh,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,NA,NA,"Im Schäfer 35a
4657 Dulliken",https://www.google.com/maps/place/Im%20Sch%C3%A4fer%2035a+4657+Dulliken
Viandor Immobilien AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.viandor-immobilien.ch/,tel:034 402 11 22,fax:034 402 58 27,"Bahnhofstrasse 94
3400 Burgdorf",https://www.google.com/maps/place/Bahnhofstrasse%2094+3400+Burgdorf
Grund AG Fahrzeuge,lnstandhaltung und Reparatur von Automobilen,http://www.grund-ag.ch/,tel:041 935 40 50,fax:041 935 40 55,"Grund
6234 Triengen",https://www.google.com/maps/place/Grund+6234+Triengen
Initium Creawatch Sàrl,Industrie- und Produktdesign,http://www.initium.ch/,NA,NA,"Breitenaustrasse 10
8725 Gebertingen",https://www.google.com/maps/place/Breitenaustrasse%2010+8725+Gebertingen
NCZ GmbH,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.zollerinvestment.ch/,tel:071 866 40 20,fax:071 866 40 21,"Fahrnstrasse 32
9402 Mörschwil",https://www.google.com/maps/place/Fahrnstrasse%20%2032+9402+M%C3%B6rschwil
Schulze Sport,Detailhandel mit Sportartikeln,http://www.schulzesport.ch/,tel:071 411 50 35,fax:071 411 74 81,"Bahnhofstrasse 24
8580 Amriswil",https://www.google.com/maps/place/Bahnhofstrasse%2024+8580+Amriswil
Certus Verlag AG,Sonstiges Verlagswesen (ohne Software),NA,tel:044 212 45 45,NA,"Haldenstrasse 5
6340 Baar",https://www.google.com/maps/place/Haldenstrasse%205+6340+Baar
Moosbad-Immobilien AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:031 710 45 42,NA,"Kurhaus Moosbad
3543 Emmenmatt",https://www.google.com/maps/place/Kurhaus%20Moosbad+3543+Emmenmatt
Apiline GmbH,"Sonstiger Fachdetailhandel mit Nahrungs- und Genussmitteln, Getränken und Tabakwaren a. n. g. (in Verkaufsräumen)",NA,tel:033 681 04 82,fax:033 681 04 86,"Dorf
3762 Erlenbach im Simmental",https://www.google.com/maps/place/Dorf+3762+Erlenbach%20im%20Simmental
Bruno Jakob AG,Elektroinstallation,http://brunojakob.ch/,tel:032 331 99 81,fax:032 331 01 91,"Lyss-Strasse 21
2560 Nidau",https://www.google.com/maps/place/Lyss-Strasse%2021+2560+Nidau
Erem Minder SA,Detailhandel mit Möbeln,http://www.erem-minder.ch/,tel:021 881 38 65,fax:021 881 29 45,"rte de Robellaz 6
1040 Echallens",https://www.google.com/maps/place/rte%20de%20Robellaz%206+1040+Echallens
"Kurt Büchler AG, Bedachungen",Dachdeckerei,http://www.buechler-bedachungen.ch/,tel:071 422 20 23,fax:071 422 20 82,"Fliederstrasse 5
9220 Bischofszell",https://www.google.com/maps/place/Fliederstrasse%205+9220+Bischofszell
Lubau GmbH,Architekturbüros,http://www.lubau.ch/,tel:062 754 14 91,fax:062 754 14 72,"Birchmatte 7
6265 Roggliswil",https://www.google.com/maps/place/Birchmatte%207+6265+Roggliswil
Walter Hirsiger AG,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.hirsiger.ch/,tel:041 455 60 70,fax:041 455 60 75,"Geretsmatt 3b
6037 Root",https://www.google.com/maps/place/Geretsmatt%203b+6037+Root
Helen Rüttimann-Steiger,Vermietung und Verpachtung von eigenen oder geleasten Grundstücken,NA,tel:044 709 12 17,fax:044 709 12 19,"Sonnrain 57
6340 Baar",https://www.google.com/maps/place/Sonnrain%2057+6340+Baar
Dormez Kolly SA,Detailhandel mit Möbeln,http://www.dormez-kolly.ch/,tel:026 652 20 33,fax:026 652 48 50,"rte de Billens 9
1680 Romont FR",https://www.google.com/maps/place/rte%20de%20Billens%209+1680+Romont%20FR
Perimed Systèmes SA,"Grosshandel mit medizinischen, chirurgischen und orthopädischen Erzeugnissen",NA,tel:055 643 24 45,fax:055 643 24 81,"Hauptstrasse 29
8775 Luchsingen",https://www.google.com/maps/place/Hauptstrasse%2029+8775+Luchsingen
Stebler Böden GmbH,Artikel im Shop,http://www.stebler-boeden.ch/,tel:061 791 94 43,fax:061 791 94 60,"Ramstenrütti 19
4208 Nunningen",https://www.google.com/maps/place/Ramstenr%C3%BCtti%2019+4208+Nunningen
Artimmo Art + Immobilien AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.artimmo.ch/,tel:071 966 11 22,NA,"Glärnischstrasse 5
9524 Zuzwil SG",https://www.google.com/maps/place/Gl%C3%A4rnischstrasse%205+9524+Zuzwil%20SG
Walter Greter Holzbau,"Holzbau, Zimmerei",NA,tel:041 911 01 01,fax:041 911 01 02,"Ludiswil 3
6027 Römerswil LU",https://www.google.com/maps/place/Ludiswil%203+6027+R%C3%B6merswil%20LU
Talbachgarage Kurt Obrist,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Unterdorfstrasse 37
5107 Schinznach Dorf",https://www.google.com/maps/place/Unterdorfstrasse%2037+5107+Schinznach%20Dorf
CBC Immobilien & Treuhand GmbH,"Vermittlung von Grundstücken, Gebäuden und Wohnungen für Dritte",http://www.cbc.ch/,tel:044 545 86 41,NA,"Industriestrasse 19
8112 Otelfingen",https://www.google.com/maps/place/Industriestrasse%2019+8112+Otelfingen
Hodel Bäckerei-Konditorei AG,Herstellung von Backwaren (ohne Dauerbackwaren),NA,tel:062 756 21 89,fax:062 756 21 92,"Feld 2
6246 Altishofen",https://www.google.com/maps/place/Feld%202+6246+Altishofen
HZ Kämpf Raperswilen AG,Sägewerke,http://www.hzk.ch/,tel:052 763 21 47,fax:052 763 34 26,"Ifangstrasse 1
8558 Raperswilen",https://www.google.com/maps/place/Ifangstrasse%201+8558+Raperswilen
RIA Parkett AG,Verlegen von Fussboden,http://www.riaparkett.ch/,tel:044 382 30 30,NA,"Seefeldstrasse 175
8008 Zürich",https://www.google.com/maps/place/Seefeldstrasse%20175+8008+Z%C3%BCrich
Oliver Lüthi,Fahr- und Flugschulen,http://www.bootsfahrschule-luethi.ch/,tel:033 650 99 40,fax:033 650 99 40,"Allmendweg 8
3705 Faulensee",https://www.google.com/maps/place/Allmendweg%208+3705+Faulensee
AgrarService Zenhäusern,Gemischte Landwirtschaft,NA,NA,NA,"Obere Albe 11
3930 Visp",https://www.google.com/maps/place/Obere%20Albe%2011+3930+Visp
Hans Keller Energietechnik AG,Sonstige lngenieurbüros,http://www.hanskeller.ch/,tel:052 720 81 60,fax:052 720 81 61,"Ulmenstrasse 76
8500 Frauenfeld",https://www.google.com/maps/place/Ulmenstrasse%2076+8500+Frauenfeld
AE Brandschutz AG,"Dämmung gegen Kälte, Wärme, Schall und Erschütterung",http://www.ae-brandschutz.ch/,NA,NA,"Ringstrasse 9
9543 St. Margarethen TG",https://www.google.com/maps/place/Ringstrasse%209+9543+St.%20Margarethen%20TG
Swiss Wine Selection SA,Versand- und Internet-Detailhandel,http://www.swisswineselection.ch/,tel:021 921 20 45,NA,"Derrière le Château 18
1618 Châtel-St-Denis",https://www.google.com/maps/place/Derri%C3%A8re%20le%20Ch%C3%A2teau%2018+1618+Ch%C3%A2tel-St-Denis
Elektro Roder AG,Elektroinstallation,http://www.elektro-roder.ch/,tel:031 879 05 85,fax:031 879 05 61,"Hauptstrasse 49
3255 Rapperswil BE",https://www.google.com/maps/place/Hauptstrasse%2049+3255+Rapperswil%20BE
Holz Michel AG,Inserate,http://www.holzmichel.ch/,tel:034 461 57 57,NA,"Dicki 193i
3415 Hasle b. Burgdorf",https://www.google.com/maps/place/Dicki%20193i+3415+Hasle%20b.%20Burgdorf
Bukel SA,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,NA,tel:091 820 38 88,fax:091 820 38 80,"via Cantonale
6537 Grono",https://www.google.com/maps/place/via%20Cantonale+6537+Grono
P. Filli,Malerei,NA,tel:081 864 80 88,fax:081 864 82 88,"Sainas
7551 Ftan",https://www.google.com/maps/place/Sainas+7551+Ftan
FC St. Gallen AG,Sportvereine,http://www.fcsg.ch/,tel:071 314 14 14,NA,"Zürcher Strasse 464
9015 St. Gallen",https://www.google.com/maps/place/Z%C3%BCrcher%20Strasse%20464+9015+St.%20Gallen
Odys-Oiltec AG,Grosshandel mit festen Brennstoffen und Mineralölerzeugnissen,http://www.odys-oiltec.ch/,tel:062 724 02 10,fax:062 724 02 11,"Werkhofstrasse 6
5035 Unterentfelden",https://www.google.com/maps/place/Werkhofstrasse%206+5035+Unterentfelden
MOTORSPORT-CLUB-WOHLEN,Sportvereine,http://www.motocross-wohlen.ch/,tel:062 771 90 20,fax:062 771 18 84,5610 Wohlen AG,https://www.google.com/maps/place/undefined+5610+Wohlen%20AG
Zwahlen Bau AG,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,NA,tel:033 335 86 86,fax:033 335 86 87,"Lindenweg 2
3604 Thun",https://www.google.com/maps/place/Lindenweg%202+3604+Thun
AWF Aktiengesellschaft,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:062 835 60 77,fax:062 822 42 14,"Santelstrasse 12
4622 Egerkingen",https://www.google.com/maps/place/Santelstrasse%2012+4622+Egerkingen
Sauter Wärmetechnik GmbH,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.sauter-heizungen.ch/,tel:055 645 32 40,fax:055 645 32 41,"Landstrasse 4
8754 Netstal",https://www.google.com/maps/place/Landstrasse%204+8754+Netstal
Kohler Seeland AG,"Holzbau, Zimmerei",NA,tel:032 344 20 25,NA,"Hubelweg 4
2565 Jens",https://www.google.com/maps/place/Hubelweg%204+2565+Jens
Gerüstebau Schwarzenbach AG,Gerüstbau,NA,tel:033 822 00 00,fax:033 822 00 58,"Im Moos 14
3800 Interlaken",https://www.google.com/maps/place/Im%20Moos%2014+3800+Interlaken
Giezendanner Holzbau AG,"Holzbau, Zimmerei",http://www.giezendanner.com/,tel:071 377 13 61,fax:071 377 13 83,"Dorf 33/10
9127 St. Peterzell",https://www.google.com/maps/place/Dorf%2033/10+9127+St.%20Peterzell
Altimo AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.altwegg-gartenbau.ch/,tel:055 240 16 36,fax:055 241 23 92,"Schönbühlstrasse 10
8635 Dürnten",https://www.google.com/maps/place/Sch%C3%B6nb%C3%BChlstrasse%2010+8635+D%C3%BCrnten
Jann Tischkultur & Geschenkartikel,Ausschreibungen,http://www.janntischkultur.com/,tel:079 246 80 32,fax:071 777 62 88,"Bahnhofstrasse 32
9437 Marbach SG",https://www.google.com/maps/place/Bahnhofstrasse%2032+9437+Marbach%20SG
Fiechter AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.fiechterbau.ch/,tel:062 776 13 36,fax:062 776 25 36,"Schmittengasse 1
5723 Teufenthal AG",https://www.google.com/maps/place/Schmittengasse%201+5723+Teufenthal%20AG
Garage du Simplon Viscardi & Cie SA,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Route du Grand-Saint-B. 17
1880 Bex",https://www.google.com/maps/place/Route%20du%20Grand-Saint-B.%2017+1880+Bex
Meyer Digital- und Offsetdruck AG,Offsetdruck,http://www.meyer-reiden.ch/,tel:062 749 50 50,NA,"Grossmatte 3
6260 Reiden",https://www.google.com/maps/place/Grossmatte%203+6260+Reiden
Widmann Monika,Allgemeine Gebäudereinigung,http://www.putz-team.ch/,tel:071 664 39 70,fax:071 664 39 71,"Auf dem Berg 21
8272 Ermatingen",https://www.google.com/maps/place/Auf%20dem%20Berg%2021+8272+Ermatingen
Sportplausch Wider,Grosshandel mit chemischen Erzeugnissen,NA,NA,NA,"Airport Shopping
8058 Zürich",https://www.google.com/maps/place/Airport%20Shopping+8058+Z%C3%BCrich
BN Holzbau Bless Norbert AG,"Holzbau, Zimmerei",http://www.holzbau-bless.ch/,tel:081 735 34 33,fax:081 735 17 18,"Gewerbestrasse 10
8881 Tscherlach",https://www.google.com/maps/place/Gewerbestrasse%2010+8881+Tscherlach
sbimmo GmbH,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",NA,tel:034 422 76 75,fax:034 422 78 33,"Kernenriedstrasse 1
3421 Lyssach",https://www.google.com/maps/place/Kernenriedstrasse%201+3421+Lyssach
HRS Cool Tec GmbH,Herstellung von land- und forstwirtschaftlichen Maschinen,NA,NA,NA,"Klausenmatt 1
6022 Grosswangen",https://www.google.com/maps/place/Klausenmatt%201+6022+Grosswangen
Aare Haustechnik AG,"lnstallation von Heizungs-, Lüftungs- und Klimaanlagen",http://www.aarehaustechnik.ch/,tel:031 330 27 27,fax:031 332 88 57,"Lorrainestrasse 20
3013 Bern",https://www.google.com/maps/place/Lorrainestrasse%2020+3013+Bern
Pampanini Holding AG,Investmentgesellschaften,NA,NA,NA,"Chaltenbodenstrasse 16
8834 Schindellegi",https://www.google.com/maps/place/Chaltenbodenstrasse%2016+8834+Schindellegi
PAUL HERZOG AG,Sanitär- und Heizungsinstallation,NA,tel:052 222 91 21,fax:052 222 95 30,"Papiermühleweg 19
8408 Winterthur",https://www.google.com/maps/place/Papierm%C3%BChleweg%2019+8408+Winterthur
Berna Holding AG,Andere Holdinggesellschaften,NA,tel:031 302 60 01,fax:031 302 44 43,"Schulweg 6
3013 Bern",https://www.google.com/maps/place/Schulweg%206+3013+Bern
RED Hauswartungen GmbH,Hausmeisterdienste; Facility Management,NA,NA,NA,"Flughofstrasse 49
8153 Rümlang",https://www.google.com/maps/place/Flughofstrasse%2049+8153+R%C3%BCmlang
Stefan Marti Garten AG,Garten- und Landschaftsbau sowie Erbringung von sonstigen gärtnerischen Dienstleistungen,http://www.stefanmarti.ch/,tel:041 980 07 66,fax:041 980 66 82,"Hinterfeld 8a
6022 Grosswangen",https://www.google.com/maps/place/Hinterfeld%208a+6022+Grosswangen
Hazeraj GmbH,Mechanische Werkstätten,http://www.hazeraj-gmbh.ch/,tel:078 924 55 88,NA,"Byfangstrasse 16
2552 Orpund",https://www.google.com/maps/place/Byfangstrasse%2016+2552+Orpund
alpha Reinigung GmbH,Allgemeine Gebäudereinigung,http://www.alpha-reinigung-gmbh.ch/,NA,NA,"Oberneuhofstrasse 5
6340 Baar",https://www.google.com/maps/place/Oberneuhofstrasse%205+6340+Baar
HRM Helicopter AG,Erbringung von sonstigen Dienstleistungen für die Luftfahrt,NA,NA,NA,"Moos 3
6025 Neudorf",https://www.google.com/maps/place/Moos%203+6025+Neudorf
Fritz Widmer,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:062 842 13 87,NA,"Sommerstrasse 8
5722 Gränichen",https://www.google.com/maps/place/Sommerstrasse%208+5722+Gr%C3%A4nichen
Auto-Center-Freiamt AG,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",http://www.auto-center-freiamt.ch/,tel:056 666 32 32,fax:056 666 32 48,"Muristrasse 8
5623 Boswil",https://www.google.com/maps/place/Muristrasse%208+5623+Boswil
EuroNet AG,"Detailhandel mit Datenverarbeitungsgeräten, peripheren Geräten und Software",NA,tel:062 758 48 75,NA,"Rathausgasse 7
4800 Zofingen",https://www.google.com/maps/place/Rathausgasse%207+4800+Zofingen
ah Auto AG,"Detailhandel mit Automobilen mit einem Gesamtgewicht von 3,5 t oder weniger",NA,tel:071 993 11 11,NA,"Kapplerstrasse 113
9642 Ebnat-Kappel",https://www.google.com/maps/place/Kapplerstrasse%20113+9642+Ebnat-Kappel
Monika + Erich Riedwyl,Sonstige Aktivitäten der nicht-ärztlichen Medizinalberufe,NA,tel:031 971 01 10,fax:031 971 64 53,"Schwarzenburgstrasse 427
3098 Köniz",https://www.google.com/maps/place/Schwarzenburgstrasse%20427+3098+K%C3%B6niz
Hoch- & Tiefbau Aarau/Buchs AG,Allgemeiner Hoch- und Tiefbau ohne ausgeprägten Schwerpunkt,http://www.htbau.ch/,tel:062 835 70 20,fax:062 835 70 29,"Pulverhausweg 13
5033 Buchs AG",https://www.google.com/maps/place/Pulverhausweg%2013+5033+Buchs%20AG
Meyer Liestal AG,"Grosshandel mit Metall- und Kunststoffwaren für Bauzwecke sowie Installationsbedarf für Gas, Wasser und Heizung",http://www.meyerhwz.ch/,tel:061 906 60 60,fax:061 906 60 66,"Hammerstrasse 21
4410 Liestal",https://www.google.com/maps/place/Hammerstrasse%2021+4410+Liestal
Dema Immobilien AG,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,NA,NA,"Gewerbestrasse 12
4528 Zuchwil",https://www.google.com/maps/place/Gewerbestrasse%2012+4528+Zuchwil
Bütler Men's Fashion AG,Detailhandel mit Herrenbekleidung,http://www.buetlermensfashion.ch/,tel:061 921 36 66,NA,"Rathausstrasse 69
4410 Liestal",https://www.google.com/maps/place/Rathausstrasse%2069+4410+Liestal
Sleepy Bear Coffee,Bars,http://www.sleepybearcoffee.ch/,tel:021 616 40 00,NA,"Rue du Simplon 3A
1006 Lausanne",https://www.google.com/maps/place/Rue%20du%20Simplon%203A+1006+Lausanne
Berator AG,Sonstige mit Finanzdienstleistungen verbundene Tätigkeiten,http://www.berator.ch/,tel:031 911 47 47,fax:031 911 42 78,"Rossweidweg 3
3052 Zollikofen",https://www.google.com/maps/place/Rossweidweg%203+3052+Zollikofen
Roseg Garage AG,lnstandhaltung und Reparatur von Automobilen,http://www.roseg-garage.ch/,tel:081 842 61 20,NA,"Via Maistra 68
7504 Pontresina",https://www.google.com/maps/place/Via%20Maistra%2068+7504+Pontresina
Edilstrada SA,Bau von Strassen,http://www.edilstrada.ch/,tel:091 826 29 54,fax:091 826 29 54,"cà Rosa
6563 Mesocco",https://www.google.com/maps/place/c%C3%A0%20Rosa+6563+Mesocco
Wikele Gipsergeschäft GmbH,"Anbringen von Stuckaturen, Gipserei und Verputzerei",NA,NA,NA,"Chappelenmatt 2
6062 Wilen (Sarnen)",https://www.google.com/maps/place/Chappelenmatt%202+6062+Wilen%20(Sarnen)
Müller + Gerber GmbH,Malerei,NA,tel:031 711 42 11,fax:031 711 42 22,"Mühlebachweg 22
3506 Grosshöchstetten",https://www.google.com/maps/place/M%C3%BChlebachweg%2022+3506+Grossh%C3%B6chstetten
Reize Optik AG,Herstellung von Brillen,http://www.reize.ch/,tel:062 289 41 11,fax:062 289 41 90,"Industriestrasse 17
4632 Trimbach",https://www.google.com/maps/place/Industriestrasse%2017+4632+Trimbach
Multigips AG,"Anbringen von Stuckaturen, Gipserei und Verputzerei",http://www.multigips.ch/,tel:071 845 45 45,fax:071 845 25 45,"Goldacherstrasse 9
9327 Tübach",https://www.google.com/maps/place/Goldacherstrasse%20%209+9327+T%C3%BCbach
Malergeschäft M.Fischer GmbH,Malerei,http://www.mf-malerfischer.ch/,tel:041 920 25 18,fax:041 921 65 08,"Kornfeldstrasse 1
6210 Sursee",https://www.google.com/maps/place/Kornfeldstrasse%201+6210+Sursee
Restaurant Weisses Kreuz,"Hotels, Gasthöfe und Pensionen mit Restaurant",NA,tel:033 952 20 20,NA,"Hauptstrasse 143
3855 Brienz BE",https://www.google.com/maps/place/Hauptstrasse%20143+3855+Brienz%20BE
BAGGER.CH AG,Reparatur von Maschinen,http://www.bagger.ch/,tel:079 779 79 79,NA,"Taubenrainweg 7
4704 Niederbipp",https://www.google.com/maps/place/Taubenrainweg%207+4704+Niederbipp
Ferro-lino Metallbau AG,Herstellung von Metallkonstruktionen,https://www.ferro-lino.ch/,NA,NA,"Etzelstrasse 4
8856 Tuggen",https://www.google.com/maps/place/Etzelstrasse%204+8856+Tuggen
Fuhrimann Storenbau AG,Sonstige Bauinstallation,http://www.fuhrimann-storen.ch/,tel:041 497 48 48,fax:041 497 49 48,"Sigristhalde 1
6102 Malters",https://www.google.com/maps/place/Sigristhalde%201+6102+Malters
Introgarde AG,Sicherheitsdienste mithilfe von Überwachungs- und Alarmsystemen,http://www.introgarde.ch/,tel:031 924 40 40,fax:031 921 52 18,"Tiefenaustrasse 2
3048 Worblaufen",https://www.google.com/maps/place/Tiefenaustrasse%202+3048+Worblaufen
Jürg Andreas Soldan,Grosshandel ohne ausgeprägten Schwerpunkt,http://www.soldan.ch/,tel:044 725 80 53,fax:044 725 80 83,"Kelliweg 14
8810 Horgen",https://www.google.com/maps/place/Kelliweg%2014+8810+Horgen
art Metallbau AG,Mechanische Werkstätten,http://www.artmetallbau.ch/,tel:026 492 05 50,fax:026 492 05 51,"Duensstrasse 34
3186 Düdingen",https://www.google.com/maps/place/Duensstrasse%2034+3186+D%C3%BCdingen
Imprimerie VB Sàrl,Offsetdruck,https://www.imprimerievb.ch/,tel:027 322 57 10,fax:027 322 95 18,"ch.St-Hubert 32
1950 Sion",https://www.google.com/maps/place/ch.St-Hubert%2032+1950+Sion
Lucerne Business Appartements,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.hegmaplan.ch/,tel:041 755 34 15,NA,"Rothenweg 6
6015 Luzern",https://www.google.com/maps/place/Rothenweg%206+6015+Luzern
SVG Verwaltungen GmbH,"Verwaltung von Grundstücken, Gebäuden und Wohnungen für Dritte",NA,tel:055 241 20 62,NA,"Walderstrasse 201
8630 Rüti ZH",https://www.google.com/maps/place/Walderstrasse%20201+8630+R%C3%BCti%20ZH
WIR-Partner-Network Olten-Solothurn,Sonstige Interessenvertretungen und Vereinigungen a. n. g.,http://www.wir-network.ch/wirso,NA,NA,"Weidweg 1
4852 Rothrist",https://www.google.com/maps/place/Weidweg%201+4852+Rothrist
Eventlokal Sagi Oberwil,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.sagioberwil.ch/,NA,NA,"Möösli
3298 Oberwil b. Büren",https://www.google.com/maps/place/M%C3%B6%C3%B6sli+3298+Oberwil%20b.%20B%C3%BCren
Metzgerei Künzli & Co.,Detailhandel mit Fleisch und Fleischwaren,NA,tel:062 756 12 13,fax:062 756 53 74,"Baselstrasse 21
6252 Dagmersellen",https://www.google.com/maps/place/Baselstrasse%2021+6252+Dagmersellen
Chappeli GmbH,"Restaurants, Imbissstuben, Tea-Rooms und Gelaterias",http://www.amchappeli.ch/,tel:044 945 01 11,NA,"Chappelistrasse 1
8604 Volketswil",https://www.google.com/maps/place/Chappelistrasse%201+8604+Volketswil
Lauener AG,Detailhandel mit Uhren und Schmuck,NA,tel:055 210 18 23,fax:055 211 13 80,"Cityplatz
8640 Rapperswil SG",https://www.google.com/maps/place/Cityplatz+8640+Rapperswil%20SG
Beatrix Müller,Sonstiges Verlagswesen (ohne Software),NA,NA,NA,"Emmetterstrasse 17
6375 Beckenried",https://www.google.com/maps/place/Emmetterstrasse%2017+6375+Beckenried
Eichhof Büromöbel AG,Detailhandel mit Möbeln,http://www.eichhofseon.ch/,tel:062 775 35 55,fax:062 775 35 57,"Birren 17
5703 Seon",https://www.google.com/maps/place/Birren%2017+5703+Seon
Garage Paul Rastorfer,Detailhandel mit Motorenkraftstoffen (Tankstellen),NA,NA,NA,"Solothurnerstrasse 34
4543 Deitingen",https://www.google.com/maps/place/Solothurnerstrasse%2034+4543+Deitingen
KMP Architektur AG,Architekturbüros,http://www.kmpag.ch/,tel:056 438 08 08,fax:056 438 08 28,"Bahnhofstrasse 1
5430 Wettingen",https://www.google.com/maps/place/Bahnhofstrasse%201+5430+Wettingen
Graf Farbe + Design,Malerei,NA,tel:071 777 31 44,fax:071 777 31 44,"Bergstrasse 14b
9445 Rebstein",https://www.google.com/maps/place/Bergstrasse%2014b+9445+Rebstein
Gloggner Treuhand AG,Wirtschaftsprüfung und Steuerberatung; Buchführung; Treuhandgesellschaften,http://www.gloggner-treuhand.ch/,tel:041 240 22 22,NA,"Pilatusstrasse 38
6003 Luzern",https://www.google.com/maps/place/Pilatusstrasse%2038+6003+Luzern
SJZ Transglobal AG Moving,Güterbeförderung im Strassenverkehr,http://www.sjztransglobal.com/,tel:031 311 46 46,fax:031 311 47 04,"Mühlestrasse 5
3053 Münchenbuchsee",https://www.google.com/maps/place/M%C3%BChlestrasse%205+3053+M%C3%BCnchenbuchsee
PROCAD (Schweiz) AG,Erbringung von Beratungsleistungen auf dem Gebiet der Informationstechnologie,http://www.procad.ch/,NA,NA,"Altgraben 23
4624 Härkingen",https://www.google.com/maps/place/Altgraben%2023+4624+H%C3%A4rkingen
Anderegg Haustechnik AG,Sanitärinstallation und Spenglerei,NA,tel:032 633 16 72,NA,"Mattenweg 2
4704 Niederbipp",https://www.google.com/maps/place/Mattenweg%202+4704+Niederbipp
W. Schlatter-Diethelm AG,"Anbringen von Stuckaturen, Gipserei und Verputzerei",NA,tel:052 625 45 42,fax:052 625 45 03,"Grubenstrasse 96
8200 Schaffhausen",https://www.google.com/maps/place/Grubenstrasse%2096+8200+Schaffhausen
Stach Bau AG,"Kauf und Verkauf von eigenen Grundstücken, Gebäuden und Wohnungen",http://www.stachimmo.ch/,tel:044 303 38 38,NA,"Seestrasse 129
8806 Bäch SZ",https://www.google.com/maps/place/Seestrasse%20129+8806+B%C3%A4ch%20SZ
